,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
8792,57,46,80,31,43,8,18,18,63,32,46,45,90,38,20,24
8793,5,84,14,75,51,57,25,55,16,32,9,13,27,59,51,78
8794,14,76,78,99,35,29,24,94,27,81,77,44,95,87,28,55
8795,68,5,43,0,94,14,36,2,49,24,23,92,66,28,97,83
8796,73,50,42,97,29,6,61,44,89,59,38,9,59,31,46,13
8797,53,89,16,22,96,49,39,85,75,38,75,93,65,71,11,36
8798,50,11,83,15,18,57,17,41,82,50,2,9,57,73,7,98
8799,24,52,8,13,39,30,43,75,58,3,51,26,10,4,79,78
8800,19,83,16,72,13,79,37,85,88,95,27,18,65,63,39,10
8801,57,95,53,12,52,5,23,62,69,46,80,61,23,58,14,65
8802,48,77,91,62,61,26,54,45,30,94,60,72,53,87,71,63
8803,73,73,4,26,21,52,10,76,74,19,2,69,57,37,52,12
8804,37,62,72,75,92,7,0,41,13,69,58,50,97,54,97,3
8805,49,27,61,15,40,14,98,66,27,9,72,1,65,82,75,55
8806,5,75,46,69,62,32,78,62,46,2,43,98,31,72,76,61
8807,31,72,18,1,35,56,38,87,87,43,26,98,81,14,34,81
8808,9,90,71,22,52,90,32,79,70,60,65,53,4,94,34,36
8809,82,62,9,9,60,12,91,63,97,3,38,95,71,2,32,78
8810,86,85,83,97,44,31,71,80,38,54,22,75,99,57,96,63
8811,69,41,34,62,15,11,63,20,52,16,89,76,39,62,66,37
8812,66,71,73,88,37,34,66,27,62,83,59,31,55,95,8,87
8813,70,8,16,32,12,0,6,42,47,44,97,26,7,43,66,88
8814,70,21,77,15,58,38,55,57,81,87,6,10,63,53,87,84
8815,79,37,39,46,85,81,63,46,80,77,11,63,90,15,51,82
8816,39,75,6,4,11,85,11,3,43,17,21,16,68,49,63,54
8817,65,54,20,96,38,57,90,61,74,64,83,55,68,43,52,44
8818,23,68,21,11,25,59,14,51,68,88,53,4,71,62,26,62
8819,97,75,44,81,20,87,81,24,40,77,4,5,69,25,54,8
8820,82,94,30,33,20,46,16,51,44,69,9,72,2,53,30,25
8821,35,20,93,43,58,63,26,43,78,44,85,61,11,6,67,5
8822,35,93,37,41,31,10,71,21,86,25,99,20,64,36,67,5
8823,52,26,23,25,41,72,6,57,7,17,31,44,92,63,3,7
8824,45,67,84,86,68,22,56,2,20,81,59,56,40,85,30,77
8825,36,72,80,97,3,26,96,49,47,21,24,34,71,45,0,29
8826,34,21,68,92,33,81,85,35,98,10,98,94,48,71,94,52
8827,74,79,0,54,75,5,23,48,12,99,2,94,52,87,34,76
8828,4,41,86,97,18,60,49,76,43,24,98,0,37,50,15,9
8829,4,24,99,89,41,97,6,22,27,44,87,50,69,80,69,51
8830,82,67,5,70,78,57,10,97,57,89,99,24,6,93,95,50
8831,1,97,60,56,46,73,44,6,59,71,4,85,82,39,0,23
8832,3,60,75,59,94,52,62,55,83,86,19,30,26,36,26,16
8833,62,51,31,71,24,85,65,22,32,80,61,3,72,10,54,18
8834,88,70,53,76,89,69,41,61,64,10,26,42,45,35,1,70
8835,38,48,3,97,11,9,67,25,40,14,21,11,89,64,87,4
8836,15,26,79,95,91,68,59,45,65,36,40,38,99,45,80,76
8837,99,9,79,65,44,14,65,35,96,94,19,43,40,68,91,98
8838,31,81,67,70,23,9,36,50,83,42,5,29,99,26,76,10
8839,77,39,40,99,74,95,54,99,36,66,78,4,57,20,42,84
8840,78,79,79,27,73,58,51,12,16,14,86,69,75,99,69,49
8841,68,12,66,41,75,19,97,29,77,18,29,5,35,88,30,75
8842,53,49,67,36,99,97,28,26,72,74,1,74,78,25,7,28
8843,85,12,5,36,83,79,46,93,44,82,43,19,6,36,18,56
8844,93,93,80,12,66,22,71,57,83,3,72,13,35,5,66,36
8845,14,54,34,70,7,57,73,59,48,2,44,2,91,37,34,15
8846,7,8,28,38,93,50,54,97,28,29,4,26,93,21,98,40
8847,26,32,50,96,81,78,41,18,58,0,18,45,68,82,25,95
8848,99,0,13,48,18,17,0,98,43,59,93,35,47,91,11,3
8849,60,58,87,2,85,58,80,4,96,7,22,77,51,38,39,51
8850,66,21,37,13,64,72,70,26,38,46,95,96,83,0,9,27
8851,9,8,20,48,59,67,13,46,29,81,55,61,3,54,42,41
8852,88,39,56,51,0,44,11,44,62,13,97,66,31,47,66,61
8853,11,40,19,84,61,40,16,16,26,13,39,17,70,72,92,63
8854,53,28,22,92,71,98,1,66,97,54,97,94,66,91,12,47
8855,10,56,14,83,40,52,97,60,60,80,3,28,63,16,30,22
8856,10,23,85,99,71,19,63,42,53,47,10,84,81,43,64,68
8857,79,29,15,45,0,3,17,83,8,99,10,79,7,27,63,44
8858,47,51,63,71,33,79,94,93,56,93,17,43,73,44,23,54
8859,4,18,16,44,93,1,38,31,79,50,4,92,23,93,21,45
8860,0,74,20,97,39,93,78,81,60,66,14,84,56,84,26,11
8861,70,61,24,43,14,50,86,58,44,90,27,79,67,37,72,68
8862,56,65,40,50,94,69,84,53,83,60,78,43,84,1,14,68
8863,69,38,14,37,79,89,5,63,49,3,45,62,66,99,24,16
8864,25,94,43,41,54,39,37,54,90,48,73,64,55,32,88,80
8865,27,86,82,40,96,28,84,89,55,70,10,70,89,63,32,24
8866,39,26,1,38,66,7,80,92,37,25,37,43,27,63,67,87
8867,59,13,6,4,62,96,99,63,85,0,87,95,51,13,37,71
8868,54,69,12,68,32,57,86,3,47,19,61,98,8,52,47,53
8869,69,66,96,22,82,60,32,13,12,98,84,71,88,5,37,13
8870,93,38,61,35,67,13,65,24,54,12,1,91,7,56,59,26
8871,48,98,61,16,53,78,72,57,96,32,13,3,79,69,35,64
8872,16,46,18,75,81,61,16,93,10,76,73,70,0,64,68,9
8873,88,6,94,30,31,34,56,32,9,86,27,84,11,38,27,21
8874,65,47,60,27,78,22,80,96,34,19,50,14,11,75,31,36
8875,43,88,15,8,54,38,60,31,85,31,46,57,78,51,31,85
8876,76,68,29,84,65,99,49,53,81,91,30,92,60,77,27,38
8877,76,25,86,89,9,25,99,65,98,0,17,92,56,26,67,46
8878,50,59,8,32,7,11,87,43,27,56,64,65,67,5,51,63
8879,8,68,12,57,6,92,46,92,77,31,39,54,58,54,81,38
8880,47,99,86,2,46,4,88,83,93,76,8,91,17,98,62,30
8881,21,20,64,44,39,27,46,44,91,73,38,86,82,21,53,99
8882,16,18,98,58,8,46,9,51,22,90,95,11,23,3,67,28
8883,40,33,83,40,49,34,52,33,84,91,51,55,16,29,27,99
8884,60,19,51,66,51,55,94,11,39,10,98,87,93,4,95,83
8885,35,16,91,22,83,67,77,74,97,12,51,61,19,53,2,2
8886,77,54,22,4,66,43,41,54,11,60,87,1,45,19,36,5
8887,12,76,49,63,37,28,29,68,29,13,22,7,49,65,36,43
8888,63,16,31,18,50,41,73,37,98,73,31,33,26,19,22,77
8889,60,27,20,68,53,56,42,85,39,18,35,1,63,28,92,5
8890,80,21,11,14,66,38,87,35,51,99,54,75,94,37,55,16
8891,35,2,37,28,58,64,57,61,13,68,74,35,79,92,72,15
8892,85,36,58,16,42,0,33,66,34,81,34,57,49,57,87,38
8893,67,23,14,59,12,21,96,64,64,95,20,88,75,74,21,33
8894,16,50,74,93,8,4,95,34,33,75,78,20,98,9,77,93
8895,57,19,23,19,31,85,48,42,95,11,10,24,90,19,75,61
8896,67,79,89,55,52,55,85,2,48,50,72,66,90,71,57,12
8897,12,85,48,50,25,93,62,96,65,97,62,29,45,6,56,20
8898,31,17,9,76,87,61,48,12,84,71,52,31,69,65,88,83
8899,57,68,47,60,42,65,4,42,91,73,34,11,82,65,23,50
8900,85,35,93,50,61,66,36,96,97,0,23,5,53,67,7,97
8901,41,56,27,29,98,28,97,27,49,54,69,18,22,37,24,42
8902,93,58,1,33,95,69,62,97,88,32,89,78,76,49,57,12
8903,34,40,44,66,41,33,71,4,45,27,63,35,77,59,86,42
8904,1,95,27,63,58,40,53,49,59,43,25,20,45,84,28,83
8905,23,80,66,5,55,44,38,13,10,81,4,71,69,42,35,60
8906,58,51,82,99,97,93,69,43,39,22,20,66,28,46,49,30
8907,37,37,39,95,93,51,29,23,75,83,63,30,41,34,44,65
8908,52,56,82,47,95,3,41,10,52,11,24,37,44,15,86,53
8909,0,22,89,42,23,88,40,40,51,82,86,86,33,56,10,31
8910,26,81,67,21,80,31,50,31,46,97,30,90,25,63,79,73
8911,19,16,94,39,2,78,69,75,14,42,68,10,77,5,18,89
8912,48,75,73,28,43,44,49,96,23,86,25,28,82,79,52,19
8913,68,79,45,89,92,57,13,67,67,37,57,91,93,59,43,17
8914,59,21,59,20,41,19,44,29,80,70,52,83,48,78,63,60
8915,57,55,64,75,51,78,5,4,99,20,27,26,45,98,49,24
8916,92,4,88,11,84,77,56,17,71,21,29,85,45,98,2,98
8917,94,81,6,5,59,56,87,2,92,85,10,81,0,10,31,32
8918,16,49,8,60,17,94,9,11,72,10,55,56,0,99,23,99
8919,30,99,95,49,77,48,64,80,74,96,16,46,2,44,76,51
8920,1,43,14,90,40,59,20,73,78,53,56,71,97,0,99,27
8921,33,64,84,94,85,97,93,51,6,46,39,60,34,71,0,47
8922,11,31,78,37,77,21,85,17,70,3,29,85,1,95,33,96
8923,16,12,75,69,24,77,94,60,54,72,52,94,31,18,35,44
8924,91,43,30,92,18,21,6,0,17,46,46,96,78,49,85,28
8925,58,61,93,48,59,65,87,74,94,16,92,71,67,73,76,65
8926,6,72,6,15,98,23,52,20,62,71,20,11,57,30,83,22
8927,39,54,79,22,80,77,37,82,35,72,75,17,66,81,16,24
8928,39,31,20,74,91,75,3,51,29,80,34,33,55,25,19,44
8929,51,34,64,5,59,62,14,7,65,13,20,17,71,72,83,73
8930,28,12,65,83,46,47,92,97,56,17,27,86,31,98,56,96
8931,22,52,78,93,31,16,24,93,42,52,44,21,4,14,5,89
8932,85,79,3,57,30,16,12,1,34,60,43,4,81,11,17,38
8933,66,21,87,45,93,28,53,49,22,84,1,36,89,56,80,93
8934,51,55,67,22,68,21,35,8,61,63,66,83,73,27,22,66
8935,51,90,11,18,28,73,78,59,96,22,95,67,46,57,96,19
8936,29,4,22,14,15,79,48,42,52,57,68,83,75,33,40,69
8937,20,16,44,82,10,6,26,44,47,20,26,29,57,96,3,70
8938,4,1,66,68,21,19,36,68,63,81,1,77,79,4,88,53
8939,7,21,5,34,64,40,58,29,44,21,77,98,44,97,70,5
8940,49,95,74,46,2,32,4,48,22,17,97,52,18,11,35,83
8941,29,35,75,0,12,53,34,1,89,58,92,12,37,28,25,0
8942,39,2,99,8,17,2,65,87,4,56,43,45,58,82,66,11
8943,93,33,96,52,20,3,32,29,95,58,58,57,48,16,36,45
8944,83,73,81,79,91,73,83,86,82,8,37,80,53,69,64,69
8945,50,49,42,48,61,93,55,17,26,68,88,21,78,44,97,68
8946,3,6,23,44,64,44,57,57,9,78,18,65,23,90,0,27
8947,4,58,33,5,73,82,32,83,73,4,31,14,64,82,47,71
8948,95,67,84,35,54,55,24,49,36,76,0,57,27,27,34,72
8949,96,87,65,95,71,59,80,96,35,41,75,7,87,57,54,87
8950,43,66,43,33,39,16,70,17,61,84,58,22,2,20,55,73
8951,71,14,86,0,37,2,55,26,3,69,56,9,14,80,54,34
8952,69,7,49,66,66,50,48,42,97,77,51,50,86,96,63,7
8953,73,17,74,68,3,77,3,80,90,39,63,2,32,33,86,77
8954,58,30,48,75,48,23,50,32,7,46,1,38,84,47,55,81
8955,34,14,19,45,74,63,63,99,27,98,44,74,77,88,59,94
8956,5,85,21,3,18,87,99,50,73,84,80,42,92,4,54,60
8957,68,70,4,99,49,27,9,40,78,49,82,78,23,82,79,47
8958,30,32,27,71,11,35,55,50,85,71,31,81,50,71,98,59
8959,35,3,88,81,56,70,36,90,73,5,90,67,39,80,79,21
8960,11,0,1,90,81,30,99,43,45,17,28,12,29,3,94,45
8961,47,99,75,24,52,81,93,66,68,98,35,86,18,78,80,72
8962,84,30,53,49,1,54,98,31,81,40,16,87,18,74,49,52
8963,2,23,81,7,98,93,14,33,90,38,77,74,99,24,31,60
8964,5,78,36,5,94,23,95,23,72,91,50,67,94,4,86,93
8965,73,97,20,0,64,67,74,34,55,18,27,99,8,52,10,2
8966,12,55,66,57,18,84,2,92,41,37,9,95,52,63,3,44
8967,12,62,43,15,88,40,72,53,2,77,27,17,6,20,39,37
8968,55,57,33,26,41,15,8,61,13,58,95,87,49,86,97,84
8969,71,90,51,4,75,15,12,18,92,53,99,79,26,17,6,13
8970,18,20,18,3,36,67,95,63,48,74,50,0,27,2,51,46
8971,97,45,19,6,8,30,76,95,66,51,63,29,61,13,26,80
8972,53,24,37,65,32,77,59,87,40,73,14,42,96,48,50,65
8973,50,27,80,25,84,20,10,73,98,15,62,71,19,52,23,7
8974,37,78,54,44,63,90,35,84,28,19,12,52,41,42,55,35
8975,64,83,95,25,78,58,28,20,73,69,2,92,20,84,61,13
8976,58,21,59,81,76,98,98,29,48,64,85,23,34,50,80,79
8977,79,26,49,92,66,32,7,51,11,12,82,95,22,7,45,25
8978,96,67,95,39,71,35,38,51,83,31,70,54,50,26,83,3
8979,69,88,52,35,93,68,31,13,36,92,55,82,45,49,88,71
8980,26,33,45,70,13,52,74,75,45,99,16,27,48,3,54,27
8981,67,64,69,20,90,13,15,18,42,74,67,73,84,10,17,71
8982,49,36,54,61,11,26,90,24,12,97,16,66,45,53,86,87
8983,66,13,69,45,62,36,40,92,63,41,60,48,80,36,72,95
8984,29,70,83,39,14,91,36,64,78,65,49,12,15,41,69,96
8985,27,34,16,29,28,57,73,56,61,84,14,88,38,41,85,82
8986,59,67,53,24,99,91,93,15,2,68,95,82,10,44,69,33
8987,73,88,21,92,21,75,9,26,33,41,84,78,52,83,25,6
8988,92,27,44,91,9,59,29,88,6,50,2,95,29,49,71,8
8989,5,91,32,98,69,97,29,49,43,23,9,61,9,19,57,15
8990,10,91,3,0,99,52,85,5,47,37,72,47,93,97,84,48
8991,3,99,25,60,86,10,74,96,33,40,82,26,32,15,77,48
8992,48,31,30,31,52,68,46,38,21,0,52,53,40,76,48,26
8993,56,82,69,62,70,80,44,5,66,3,53,37,88,68,13,90
8994,22,3,82,17,45,0,64,39,86,46,3,38,78,56,52,99
8995,34,0,6,9,20,5,56,58,52,4,55,14,59,34,65,39
8996,40,99,31,18,83,28,27,83,77,74,94,30,26,24,48,92
8997,59,6,49,46,21,68,12,35,59,62,3,25,41,34,40,47
8998,67,94,68,57,49,41,0,34,88,46,56,31,12,86,67,82
8999,9,37,49,31,24,87,74,26,51,14,37,66,65,83,21,45
9000,3,51,96,88,98,79,34,15,88,96,88,90,43,12,42,46
9001,61,65,65,56,93,10,87,83,4,81,78,53,44,59,98,98
9002,19,36,53,9,65,46,28,3,18,38,50,97,67,91,40,9
9003,48,14,25,12,43,72,19,49,56,1,88,5,11,68,33,41
9004,2,4,46,70,19,41,34,82,74,28,50,76,35,86,25,30
9005,19,69,72,15,8,88,76,79,14,58,93,68,71,37,72,73
9006,47,9,50,90,34,48,98,1,42,1,4,43,8,34,96,48
9007,31,11,44,26,28,51,21,49,41,15,99,55,13,53,95,49
9008,47,32,34,61,78,39,3,14,68,90,71,92,97,91,83,47
9009,50,91,85,17,29,78,69,29,66,20,97,65,81,81,42,56
9010,32,20,80,94,72,83,18,63,38,39,27,15,16,0,33,73
9011,22,21,64,10,97,97,62,76,86,18,74,7,48,29,90,84
9012,27,44,78,35,94,6,76,53,27,45,10,53,76,17,83,85
9013,89,67,66,70,14,36,32,16,67,10,49,6,36,34,52,97
9014,56,3,38,3,6,47,22,90,68,3,65,50,84,66,89,8
9015,9,63,93,97,52,53,76,7,60,18,26,43,90,13,42,73
9016,68,71,48,85,29,16,47,82,7,75,96,16,20,15,65,87
9017,4,90,21,2,65,86,57,62,70,60,55,54,83,92,18,70
9018,61,5,63,96,85,77,75,92,5,67,50,23,50,33,57,81
9019,73,49,34,95,19,4,52,85,73,0,95,93,35,45,50,33
9020,28,5,59,30,61,46,78,78,21,7,56,72,77,72,1,92
9021,18,87,85,2,97,64,75,57,55,35,78,88,84,57,74,68
9022,61,86,5,81,91,21,7,95,23,45,81,90,9,73,53,99
9023,31,66,3,45,89,25,53,60,26,76,11,26,27,51,66,51
9024,75,66,37,95,42,42,58,80,17,28,64,10,17,22,87,18
9025,43,86,32,88,37,31,6,99,47,70,30,44,90,89,49,8
9026,49,13,47,54,17,20,74,63,38,93,73,95,39,77,35,62
9027,57,44,66,56,93,99,45,0,90,13,22,68,35,47,69,82
9028,30,39,77,52,0,16,0,27,46,60,24,34,10,94,22,12
9029,89,61,98,80,58,78,3,59,17,19,50,88,72,13,43,83
9030,31,17,64,87,64,10,29,77,3,54,18,66,50,43,86,80
9031,25,61,33,97,91,92,11,54,32,21,91,75,34,22,76,55
9032,59,97,35,31,8,52,26,76,24,86,85,74,77,67,79,68
9033,71,47,76,25,88,27,31,72,1,62,69,40,37,11,16,61
9034,77,27,69,26,89,66,32,6,51,59,93,39,20,0,22,55
9035,93,71,88,12,45,32,81,79,39,45,54,58,31,3,53,42
9036,53,58,54,86,30,99,11,86,49,14,24,12,33,77,94,5
9037,56,9,6,58,31,58,21,12,15,95,62,84,46,4,91,77
9038,76,29,84,62,30,59,30,33,27,18,15,4,70,31,28,35
9039,60,80,35,92,9,82,77,38,73,67,39,4,62,43,51,73
9040,79,13,38,8,94,92,74,13,28,33,86,53,19,78,7,0
9041,73,22,32,80,35,71,70,71,59,79,85,42,31,76,56,55
9042,49,46,97,10,84,11,6,78,66,47,65,62,71,15,25,16
9043,30,53,37,75,19,82,63,46,33,90,58,83,86,22,78,36
9044,37,68,66,97,7,81,34,93,43,56,17,78,62,69,10,51
9045,35,86,80,99,61,28,6,61,53,90,94,13,83,76,71,62
9046,74,64,32,90,57,10,97,16,82,96,49,72,94,64,69,86
9047,6,82,38,65,26,87,47,64,30,61,80,55,1,61,30,3
9048,2,71,88,56,31,84,1,99,87,47,87,27,0,27,85,2
9049,56,56,41,14,80,54,18,41,0,91,67,54,14,82,24,95
9050,54,50,42,15,61,2,96,15,20,91,28,30,56,58,86,44
9051,36,59,10,84,88,8,81,13,13,73,85,33,22,26,24,40
9052,70,43,16,96,86,93,8,0,99,73,48,61,43,55,96,75
9053,40,35,33,57,64,48,6,0,31,34,46,66,74,1,69,79
9054,84,25,27,28,6,46,78,42,21,90,21,74,24,7,68,3
9055,3,92,64,4,5,9,13,59,30,78,58,31,46,35,1,88
9056,94,1,95,9,39,12,80,19,59,43,9,84,76,23,66,54
9057,35,90,44,66,16,52,85,58,16,15,6,37,25,2,38,1
9058,80,7,61,21,39,74,10,43,82,86,91,52,32,18,84,99
9059,2,47,33,84,36,83,67,72,18,98,76,15,63,48,42,51
9060,56,20,35,74,70,75,85,53,65,61,52,15,66,31,6,2
9061,6,24,54,37,99,68,67,54,99,35,34,89,96,51,89,74
9062,82,68,14,13,16,62,91,66,97,49,7,33,40,65,72,83
9063,81,58,92,72,18,85,74,98,46,35,60,97,83,36,89,71
9064,43,43,31,37,21,27,67,11,23,66,29,69,11,18,70,10
9065,75,32,36,51,32,43,50,45,82,73,28,26,82,45,9,82
9066,57,33,5,25,55,34,5,45,38,7,77,19,80,30,9,9
9067,87,91,9,92,79,30,35,59,94,64,44,20,49,16,65,27
9068,14,46,30,63,0,13,29,8,6,24,94,49,42,30,56,42
9069,80,11,99,34,41,78,90,66,30,39,33,76,25,4,67,90
9070,31,16,60,91,36,23,73,27,85,8,45,60,84,86,5,42
9071,43,11,67,79,6,38,93,92,64,11,40,70,31,24,85,89
9072,70,64,38,79,33,70,65,71,22,42,68,74,22,97,48,48
9073,38,31,26,16,43,52,64,74,79,4,78,21,60,42,88,61
9074,9,80,50,44,2,84,65,87,24,21,81,35,90,35,70,23
9075,19,64,94,37,86,4,89,41,87,53,88,20,44,45,61,10
9076,73,3,68,18,19,13,69,70,84,8,85,23,18,30,78,77
9077,91,11,85,77,1,94,29,36,56,29,81,57,89,16,14,12
9078,23,15,8,99,1,53,10,87,27,87,62,97,2,67,67,65
9079,47,1,56,70,78,95,61,40,21,62,32,78,93,95,82,81
9080,32,49,77,52,93,68,29,59,88,63,39,1,13,21,39,17
9081,31,68,46,94,48,72,98,40,43,59,63,97,39,39,45,90
9082,61,70,13,19,73,62,52,61,24,98,55,97,27,6,76,19
9083,15,84,0,68,67,58,83,89,92,36,79,49,92,23,84,47
9084,39,76,87,90,44,4,35,72,4,64,58,18,47,40,44,94
9085,22,59,12,34,16,25,57,8,23,35,69,69,55,80,44,1
9086,25,52,7,9,72,5,60,4,96,17,82,55,19,45,75,83
9087,63,43,80,35,72,10,68,31,34,68,33,26,64,18,57,22
9088,19,46,67,96,62,20,7,85,16,89,76,57,13,2,44,76
9089,87,9,87,20,91,75,54,52,50,76,77,50,9,88,54,2
9090,17,8,63,93,18,63,32,49,16,22,30,0,52,25,55,26
9091,98,68,89,97,95,88,43,81,2,9,86,51,58,53,19,61
9092,6,41,66,68,67,77,93,13,78,94,4,0,29,30,7,50
9093,14,8,97,39,62,92,82,60,3,15,40,91,6,2,66,41
9094,14,99,99,10,5,88,2,74,18,60,72,25,82,64,25,88
9095,33,25,89,32,69,73,57,13,25,20,11,9,17,67,46,70
9096,44,38,41,94,11,43,42,78,76,20,69,13,87,87,24,86
9097,51,62,32,12,91,13,14,71,17,76,71,25,4,16,30,73
9098,50,50,22,6,73,83,92,5,27,47,61,66,23,3,6,22
9099,19,18,75,38,68,81,19,25,45,16,41,67,68,72,77,21
9100,54,52,65,20,74,25,16,1,55,25,6,47,70,0,40,6
9101,28,48,64,13,55,18,6,49,90,55,76,75,29,97,39,85
9102,51,20,35,86,37,92,72,67,19,59,99,74,13,8,31,5
9103,46,30,96,23,50,19,25,36,81,66,2,72,8,88,0,53
9104,23,85,71,19,90,14,89,31,13,16,2,91,32,38,95,21
9105,69,54,26,38,31,38,62,58,96,95,87,6,54,82,10,27
9106,59,67,82,20,98,66,84,97,90,60,0,61,22,36,94,53
9107,91,20,92,65,76,75,21,12,28,1,67,58,84,81,96,72
9108,65,13,47,99,19,32,97,63,30,79,83,53,64,46,24,87
9109,88,70,81,67,20,92,52,37,58,21,12,56,17,55,65,41
9110,89,0,23,92,33,72,11,28,30,12,70,16,14,79,75,87
9111,7,1,12,34,61,24,65,54,21,54,62,57,50,27,82,92
9112,25,1,92,55,35,14,5,40,94,94,66,55,82,22,59,76
9113,65,25,51,88,13,42,37,65,88,81,46,30,48,75,68,99
9114,1,18,37,51,63,8,76,62,83,75,67,4,60,15,18,70
9115,67,62,25,95,57,71,64,79,76,71,13,73,85,33,97,85
9116,32,96,94,36,38,96,72,72,16,42,2,71,7,39,42,47
9117,49,78,63,74,28,46,19,63,74,39,46,3,9,35,1,1
9118,40,77,20,77,26,60,69,47,68,50,78,72,85,11,68,59
9119,22,28,23,51,0,66,70,25,18,38,68,28,17,91,53,12
9120,0,62,91,6,23,21,6,24,75,56,64,58,82,29,83,53
9121,85,65,58,1,9,2,71,91,89,18,23,55,5,29,84,96
9122,15,41,84,3,65,1,35,9,95,76,77,96,7,44,29,24
9123,87,42,43,13,11,63,73,96,77,75,47,44,46,64,22,72
9124,39,63,79,66,31,59,94,1,98,80,42,79,96,77,24,60
9125,51,56,53,85,78,32,55,60,95,64,28,82,78,78,22,25
9126,67,70,29,17,66,50,42,48,94,0,36,83,84,3,45,14
9127,64,86,8,66,43,74,14,86,21,18,26,98,64,56,30,26
9128,82,14,90,43,24,51,18,87,24,69,36,60,34,95,71,91
9129,10,57,69,49,90,25,97,4,12,86,88,22,32,36,54,72
9130,79,91,52,7,24,22,66,44,27,69,92,24,74,28,5,10
9131,91,76,17,14,50,93,21,57,64,92,34,54,34,63,83,32
9132,33,73,59,84,99,3,43,21,40,25,11,75,34,80,55,54
9133,17,26,95,64,6,61,81,72,52,87,68,68,6,91,80,71
9134,11,17,98,22,26,44,81,5,8,59,29,17,34,57,98,79
9135,82,36,90,37,70,8,13,53,10,73,19,92,21,34,78,82
9136,0,41,8,86,22,0,87,45,41,27,88,33,44,94,31,5
9137,56,89,38,11,11,7,6,77,47,17,27,46,45,18,63,43
9138,20,68,3,13,15,94,51,34,1,22,54,47,84,59,18,83
9139,83,99,78,70,92,42,10,77,33,51,28,63,99,75,16,76
9140,74,51,41,53,35,5,63,73,70,56,87,56,94,4,52,90
9141,73,29,63,73,44,44,97,30,42,28,59,24,24,54,3,39
9142,11,12,52,54,77,86,56,77,34,82,94,17,72,8,56,52
9143,11,66,33,29,52,21,22,91,22,72,2,5,37,86,46,89
9144,71,70,59,9,79,2,87,54,21,95,72,4,34,30,0,47
9145,10,69,91,16,87,35,74,32,83,32,28,27,78,2,58,61
9146,17,19,48,30,37,60,32,22,8,67,97,21,12,68,15,20
9147,30,61,46,64,16,27,29,61,27,34,62,85,79,59,29,72
9148,70,18,39,40,62,64,88,28,64,23,75,86,37,37,47,58
9149,32,18,80,39,20,26,94,12,21,4,15,21,70,21,3,57
9150,62,49,72,60,69,10,92,44,84,82,49,6,72,55,55,83
9151,73,94,70,41,66,56,37,90,91,37,75,4,84,61,36,4
9152,1,86,96,24,54,14,38,23,4,17,92,35,59,51,28,21
9153,33,66,66,78,41,29,7,13,28,97,89,35,13,18,65,90
9154,50,15,78,4,99,99,78,24,49,86,26,93,41,29,23,44
9155,67,52,58,38,99,20,26,48,91,93,69,62,83,6,45,53
9156,96,11,44,50,75,3,12,25,93,8,30,56,79,78,64,25
9157,68,70,98,79,15,32,18,66,55,8,53,87,57,35,18,73
9158,46,88,29,57,70,45,54,37,78,87,56,17,96,91,43,52
9159,81,27,98,0,83,28,72,59,45,37,87,67,25,31,82,39
9160,2,77,3,4,86,68,0,31,33,66,14,47,2,55,7,2
9161,93,76,97,98,63,11,46,48,50,81,35,8,92,63,60,68
9162,2,48,88,17,28,32,16,72,3,25,57,33,78,7,58,83
9163,86,58,22,27,27,98,26,68,79,62,23,87,7,58,94,41
9164,1,48,86,75,39,62,50,74,24,86,37,77,59,5,74,18
9165,85,90,9,37,89,67,61,6,10,53,89,5,92,84,33,57
9166,53,19,19,9,90,31,54,86,1,62,5,90,68,11,99,95
9167,23,9,6,82,54,78,8,14,85,93,74,12,9,17,21,69
9168,86,73,98,51,54,13,78,46,53,75,2,78,35,66,42,11
9169,8,53,21,97,97,48,23,30,73,0,67,73,28,21,89,66
9170,97,83,28,92,11,58,7,37,0,98,62,20,32,97,32,66
9171,61,64,79,64,57,25,35,56,14,52,34,80,64,23,93,24
9172,65,26,22,6,52,71,18,86,17,92,51,28,12,35,47,8
9173,7,32,86,79,64,72,15,77,94,56,93,76,99,61,54,58
9174,48,58,61,5,47,28,51,34,84,5,93,73,13,42,57,43
9175,83,50,66,39,75,39,10,66,61,37,59,61,36,73,42,3
9176,16,20,95,21,36,61,75,29,84,66,1,8,44,47,80,31
9177,42,41,28,35,45,56,80,3,95,3,6,36,86,70,75,52
9178,99,43,18,16,34,57,81,59,57,84,23,63,96,40,50,24
9179,61,68,51,75,89,80,32,24,9,51,63,37,70,19,41,56
9180,34,28,36,82,77,25,93,76,14,70,96,20,58,46,28,69
9181,2,19,60,35,10,46,77,48,49,13,72,63,11,72,3,49
9182,98,92,36,1,55,32,48,34,36,6,83,71,30,21,3,62
9183,55,77,9,28,82,45,15,11,7,31,74,28,47,43,84,83
9184,16,11,55,46,47,88,29,30,51,0,59,5,7,72,27,47
9185,64,31,1,53,35,79,64,95,54,85,8,25,6,65,80,70
9186,12,9,51,20,77,97,14,97,31,25,73,76,86,39,90,4
9187,14,69,96,73,80,99,26,38,2,79,47,31,28,14,97,95
9188,72,96,31,83,47,55,75,16,93,77,85,4,12,61,97,80
9189,71,1,74,36,91,19,8,57,24,99,70,90,96,13,2,93
